insertSort, m36, t50, w8, 787, 23, 2087, 2905, 57.9907, 0.9444, 1900, 40, a3, 111011
factorial, m10, t100, w2, 548, 315, 6497, 7236, 628.7742, 0.9677, 403, 18, a4, 110100
dictionaryOrder, m142, t100, w2, 7222, 320, 67320, 76152, 474.0845, 0.9265, 8248, 32, a2, 010100
huffmanCodingEff, m66, t50, w2, 4943, 162, 13500, 18915, 203.5276, 0.849, 1874, 239, a2, 010110
longestIncrease, m228, t50, w2, 19700, 10076, 268332, 309646, 1176.8947, 0.9196, 1946, 70, a2, 110100
minProd, m90, t50, w8, 2242, 140, 2517, 5268, 27.8122, 0.8659, 1946, 72, a2, 001110
genPassword, m98, t100, w2, 3032, 310, 11268, 15662, 114.9796, 0.8367, 398, 63, a4, 000110
mergeSort, m452, t50, w2, 40732, 157, 136880, 178122, 302.8319, 0.9336, 1900, 129, a5, 011001
parg, m5018, t52, w2, 864782, 172, 17268, 883578, 3.4412, 1.0, 418, 2518, a5, 101011
factorial, m15, t100, w2, 385, 310, 9793, 10362, 631.8387, 0.9677, 403, 18, a2, 011010
bubbleSort, m56, t50, w4, 1236, 49, 38542, 39926, 682.1681, 0.9182, 1900, 41, a2, 110111
quickSort, m42, t50, w2, 4415, 159, 28960, 33704, 684.1024, 0.9603, 1900, 56, a2, 101100
longestIncrease, m228, t50, w8, 6438, 2270, 50000, 61668, 219.2982, 0.9196, 1946, 70, a2, 111111
mergeSort, m452, t50, w2, 41586, 166, 137380, 180834, 303.9381, 0.9336, 1900, 129, a4, 001101
bubbleSort, m56, t50, w4, 3772, 49, 39958, 43869, 707.2301, 0.9182, 1900, 41, a2, 101101
huffmanCodingEff, m66, t50, w2, 4942, 160, 13556, 18979, 204.3618, 0.849, 1874, 239, a4, 010110
minProd, m90, t50, w4, 2245, 157, 2638, 5001, 29.1492, 0.7845, 1946, 72, a2, 000010
squareMatrix, m364, t50, w4, 9680, 146, 46800, 56924, 128.5714, 1.0, 903, 72, a2, 010010
mergeSort, m452, t50, w2, 20356, 157, 136410, 157270, 301.792, 0.9336, 1900, 129, a5, 000011
genPassword, m16, t100, w2, 506, 312, 1854, 2488, 113.5102, 0.8367, 398, 63, a2, 011011
huffmanCoding, m104, t50, w8, 6279, 147, 5117, 11789, 48.8917, 0.9279, 1874, 318, a3, 010111
primes, m22, t100, w4, 379, 310, 847, 1479, 37.3824, 0.8793, 398, 30, a2, 001110
mergeSort, m452, t50, w4, 13626, 49, 45726, 59646, 101.1637, 0.9336, 1900, 129, a4, 101010
huffmanCodingEff, m398, t50, w8, 21212, 125, 12104, 35518, 30.4121, 0.849, 1874, 239, a2, 001110
transpose, m74, t50, w2, 5853, 159, 30972, 36949, 415.7315, 0.8993, 903, 40, a3, 010001
transpose, m74, t50, w4, 1884, 49, 10484, 12436, 140.7315, 0.8993, 903, 40, a3, 111010
anagram, m20, t100, w2, 546, 309, 2767, 3436, 138.3833, 0.8667, 1370, 37, a4, 010010
add, m24, t100, w2, 582, 315, 806, 2120, 33.5833, 0.9167, 583, 13, a3, 101010
parg, m1254, t52, w4, 213447, 174, 1289, 222723, 1.0275, 1.0, 418, 2518, a2, 011110
transpose, m49, t50, w4, 1238, 151, 6993, 8311, 140.8121, 0.8993, 903, 40, a5, 011010
mergeSort, m452, t50, w2, 40156, 158, 136080, 179218, 301.0619, 0.9336, 1900, 129, a3, 100100
genPassword, m98, t100, w8, 2030, 40, 1764, 4024, 18, 0.8367, 398, 63, a4, 111010
transpose, m49, t50, w4, 1255, 47, 6963, 8264, 140.2013, 0.8993, 903, 40, a4, 101010
selectSort, m30, t50, w2, 1048, 164, 13413, 14710, 437.3804, 0.9101, 1900, 45, a4, 000110
add, m4, t100, w2, 93, 309, 142, 357, 35.5833, 0.9167, 583, 13, a4, 110011
transpose, m74, t50, w2, 2900, 161, 31147, 34171, 418.0805, 0.8993, 903, 40, a2, 100011
selectSort, m46, t50, w2, 3090, 156, 20010, 23331, 435, 0.9101, 1900, 45, a2, 010101
mergeSort, m452, t50, w4, 14400, 161, 46134, 63634, 102.0664, 0.9336, 1900, 129, a3, 000110
transpose, m49, t50, w2, 1936, 159, 20784, 22802, 418.4832, 0.8993, 903, 40, a4, 000010
anagram, m30, t100, w4, 530, 102, 2501, 3281, 83.3667, 0.9286, 1370, 37, a3, 111110
anagram, m30, t100, w2, 1613, 322, 4050, 5853, 135.0167, 0.8667, 1370, 37, a4, 100000
bubbleSort, m37, t50, w4, 839, 49, 25692, 26630, 682.1062, 0.9182, 1900, 41, a2, 100111
longestIncrease, m57, t50, w2, 2445, 9475, 64709, 72260, 1135.2456, 0.9196, 1946, 70, a2, 000110
squareMatrix, m364, t50, w4, 9466, 149, 46560, 56480, 127.9121, 1.0, 903, 72, a4, 011010
bubbleSort, m37, t50, w4, 816, 48, 25640, 26725, 680.7168, 0.9182, 1900, 41, a3, 111110
huffmanCoding, m628, t50, w4, 36130, 152, 67138, 103942, 106.9076, 0.9013, 1874, 318, a4, 011010
parg, m5018, t52, w8, 871730, 123, 101480, 976854, 20.2232, 1.0, 418, 2518, a5, 011111
mergeSort, m113, t50, w2, 5078, 159, 34519, 39721, 305.4779, 0.9336, 1900, 129, a4, 010011
genPassword, m24, t100, w2, 744, 328, 2751, 3691, 112.3061, 0.8367, 398, 63, a5, 110011
factorial, m10, t100, w8, 501, 41, 1694, 2232, 164, 0.9677, 403, 18, a2, 101000
parg, m5018, t52, w8, 868250, 21, 1652, 892404, 0.3292, 1.0, 418, 2518, a2, 111110
bubbleSort, m56, t50, w4, 1236, 50, 38508, 40152, 681.5575, 0.9182, 1900, 41, a2, 101110
factorial, m10, t100, w2, 259, 319, 6516, 6902, 630.6452, 0.9677, 403, 18, a2, 101010
huffmanCoding, m628, t50, w8, 37526, 139, 30570, 71472, 48.6783, 0.9279, 1874, 318, a2, 001110
factorial, m10, t100, w4, 527, 100, 2344, 2945, 226.9032, 0.9677, 403, 18, a2, 111101
huffmanCoding, m157, t50, w4, 9384, 150, 17221, 26771, 109.6879, 0.9013, 1874, 318, a2, 001010
maxArrSumNeg, m224, t50, w4, 5422, 48, 48060, 54972, 214.5536, 0.9358, 1910, 63, a2, 110110
transpose, m49, t50, w2, 3968, 161, 20660, 24711, 415.9732, 0.8993, 903, 40, a2, 010001
parg, m1254, t52, w2, 214947, 172, 4388, 224763, 3.4978, 1.0, 418, 2518, a3, 110111
transpose, m298, t50, w4, 7516, 52, 41798, 49586, 140.2617, 0.8993, 903, 40, a2, 100011
insertSort, m54, t50, w4, 1203, 148, 6167, 7779, 114.213, 0.9444, 1900, 40, a3, 000110
parg, m1254, t52, w8, 216482, 19, 404, 222501, 0.322, 1.0, 418, 2518, a5, 101110
bubbleSort, m37, t50, w2, 1215, 167, 72880, 74405, 1934.8761, 0.9182, 1900, 41, a4, 000110
genPassword, m98, t100, w4, 1962, 98, 4064, 6356, 41.4694, 0.8367, 398, 63, a3, 101010
squareMatrix, m364, t50, w4, 9536, 153, 46660, 58734, 128.1868, 1.0, 903, 72, a3, 001110
huffmanCodingEff, m99, t50, w8, 5117, 146, 3001, 8566, 30.1658, 0.849, 1874, 239, a2, 000111
dictionaryOrder, m35, t100, w4, 567, 290, 5946, 6897, 167.507, 0.9265, 8248, 32, a2, 010110
parg, m5018, t52, w8, 867834, 20, 1632, 870702, 0.3252, 1.0, 418, 2518, a3, 111011
genPassword, m24, t100, w2, 755, 319, 2758, 3799, 112.5714, 0.8367, 398, 63, a3, 100111
factorial, m15, t100, w4, 796, 102, 3517, 4392, 226.9032, 0.9677, 403, 18, a3, 101000
selectSort, m30, t50, w4, 672, 150, 5002, 5796, 163.1304, 0.9101, 1900, 45, a2, 001111
genPassword, m24, t100, w4, 509, 99, 1033, 1625, 42.1633, 0.8367, 398, 63, a5, 101010
insertSort, m216, t50, w4, 4786, 149, 24906, 30144, 115.3056, 0.9444, 1900, 40, a4, 001010
longestIncrease, m38, t50, w2, 1626, 9556, 44204, 49240, 1163.2719, 0.9196, 1946, 70, a3, 000111
parg, m1254, t52, w2, 215040, 175, 4391, 219808, 3.5006, 1.0, 418, 2518, a3, 111010
transpose, m49, t50, w8, 1249, 146, 3373, 4904, 67.9262, 0.9054, 903, 40, a3, 000110
squareMatrix, m364, t50, w4, 9478, 52, 45424, 55560, 124.7912, 1.0, 903, 72, a5, 100111
insertSort, m54, t50, w4, 1186, 51, 6189, 7437, 114.6204, 0.9444, 1900, 40, a3, 110011
genPassword, m24, t100, w4, 521, 281, 992, 1723, 40.4898, 0.8367, 398, 63, a2, 000111
anagram, m30, t100, w8, 513, 259, 2500, 3301, 83.35, 0.9286, 1370, 37, a3, 011110
mergeSort, m113, t50, w4, 3416, 53, 11394, 14888, 100.8319, 0.9336, 1900, 129, a2, 110010
genPassword, m98, t100, w4, 1916, 288, 3788, 6418, 38.6531, 0.8367, 398, 63, a4, 001010
longestIncrease, m38, t50, w2, 3295, 9561, 43996, 50624, 1157.7895, 0.9196, 1946, 70, a3, 111101
mergeSort, m113, t50, w4, 3377, 47, 11441, 15466, 101.2478, 0.9336, 1900, 129, a2, 110110
quickSort, m63, t50, w2, 3405, 161, 43418, 47151, 683.748, 0.9603, 1900, 56, a2, 101111
factorial, m10, t100, w2, 532, 322, 6537, 7260, 632.6774, 0.9677, 403, 18, a4, 001100
factorial, m10, t100, w8, 170, 260, 1696, 1984, 164.1613, 0.9677, 403, 18, a3, 001111
insertSort, m54, t50, w4, 1179, 149, 6186, 7473, 114.5556, 0.9444, 1900, 40, a3, 011010
selectSort, m46, t50, w2, 1535, 161, 20021, 21809, 435.2391, 0.9101, 1900, 45, a2, 111111
selectSort, m46, t50, w4, 1042, 50, 7504, 8658, 163.1413, 0.9101, 1900, 45, a2, 111111
factorial, m15, t100, w2, 391, 330, 9792, 10443, 631.7742, 0.9677, 403, 18, a2, 010111
squareMatrix, m60, t50, w4, 1553, 51, 7739, 9334, 127.5659, 1.0, 903, 72, a5, 111010
huffmanCoding, m104, t50, w4, 5945, 52, 11471, 17493, 109.6019, 0.9013, 1874, 318, a5, 101010
dictionaryOrder, m35, t100, w4, 586, 102, 5813, 6686, 163.7465, 0.9265, 8248, 32, a3, 111110
insertSort, m216, t50, w8, 4740, 150, 12626, 17800, 58.4537, 0.9444, 1900, 40, a3, 000010
factorial, m62, t100, w2, 3210, 319, 39172, 43420, 631.8065, 0.9677, 403, 18, a4, 111101
mergeSort, m75, t50, w2, 6708, 156, 22740, 29949, 301.8584, 0.9336, 1900, 129, a3, 010100
squareMatrix, m91, t50, w4, 2387, 146, 11717, 14220, 128.7637, 1.0, 903, 72, a4, 001010
parg, m1254, t52, w2, 219097, 175, 4368, 228621, 3.4819, 1.0, 418, 2518, a2, 010111
mergeSort, m113, t50, w8, 3454, 19, 5288, 8797, 46.8009, 0.9336, 1900, 129, a2, 100011
mergeSort, m75, t50, w2, 6833, 162, 22761, 29678, 302.1416, 0.9336, 1900, 129, a4, 010001
longestIncrease, m38, t50, w4, 1053, 3450, 16621, 18854, 437.3947, 0.9035, 1946, 70, a5, 101010
squareMatrix, m60, t50, w4, 1566, 45, 7696, 9647, 126.8681, 1.0, 903, 72, a2, 110110
huffmanCoding, m104, t50, w8, 6150, 145, 5115, 11561, 48.8758, 0.9279, 1874, 318, a3, 000111
genPassword, m98, t100, w8, 1944, 38, 1970, 4192, 20.102, 0.8367, 398, 63, a2, 110111
selectSort, m46, t50, w2, 3081, 163, 20035, 23485, 435.5435, 0.9101, 1900, 45, a2, 111100
insertSort, m54, t50, w2, 1797, 158, 12293, 14349, 227.6481, 0.92, 1900, 40, a5, 000111
mergeSort, m452, t50, w8, 14054, 21, 21140, 35424, 46.7699, 0.9336, 1900, 129, a3, 111010
minProd, m90, t50, w4, 2237, 51, 2628, 4928, 29.0387, 0.7845, 1946, 72, a3, 110011
transpose, m74, t50, w8, 1951, 20, 5061, 7373, 67.9329, 0.9054, 903, 40, a2, 111110
mergeSort, m75, t50, w8, 2393, 100, 3538, 6052, 46.9646, 0.9336, 1900, 129, a3, 010111
transpose, m49, t50, w2, 1910, 160, 20809, 22803, 418.9866, 0.8993, 903, 40, a3, 010010
add, m24, t100, w2, 542, 319, 714, 2142, 29.75, 0.9167, 583, 13, a3, 000110
selectSort, m184, t50, w8, 4142, 21, 11750, 16834, 63.8587, 0.9101, 1900, 45, a3, 110110
anagram, m20, t100, w2, 1071, 320, 2752, 3950, 137.6, 0.8667, 1370, 37, a5, 111001
bubbleSort, m37, t50, w2, 2475, 160, 71656, 74380, 1902.3805, 0.9182, 1900, 41, a2, 100101
minProd, m60, t50, w4, 1478, 148, 1772, 3327, 29.3812, 0.7845, 1946, 72, a3, 011011
parg, m836, t52, w8, 149517, 140, 272, 150344, 0.3256, 1.0, 418, 2518, a3, 000111
factorial, m62, t100, w2, 1566, 316, 39200, 41524, 632.2581, 0.9677, 403, 18, a3, 000010
genPassword, m98, t100, w8, 1982, 272, 1906, 4570, 19.449, 0.8367, 398, 63, a3, 001011
primes, m34, t100, w2, 861, 321, 3602, 4794, 105.9559, 0.8793, 398, 30, a2, 101111
genPassword, m98, t100, w2, 3058, 313, 10994, 14808, 112.1837, 0.8367, 398, 63, a2, 001011
bubbleSort, m56, t50, w2, 1834, 162, 106793, 108996, 1890.1416, 0.9182, 1900, 41, a2, 010111
insertSort, m216, t50, w8, 4734, 22, 12584, 17498, 58.2593, 0.9444, 1900, 40, a2, 111010
squareMatrix, m60, t50, w8, 1579, 137, 3436, 5164, 56.6484, 1.0, 903, 72, a3, 000111
mergeSort, m75, t50, w4, 2319, 132, 7637, 10033, 101.3805, 0.9336, 1900, 129, a4, 001011
mergeSort, m452, t50, w8, 14316, 129, 21218, 35982, 46.9425, 0.9336, 1900, 129, a3, 001011
selectSort, m30, t50, w2, 1017, 161, 13361, 14624, 435.6848, 0.9101, 1900, 45, a2, 101110
massive, m24, t60, w4, 340, 38281, 30841, 50343, 1258.8163, 1.0, 169, 13, a5, 110011
add, m4, t100, w2, 94, 306, 122, 357, 30.5, 0.9167, 583, 13, a4, 100110
parg, m836, t52, w8, 145022, 136, 274, 145916, 0.328, 1.0, 418, 2518, a3, 011111
parg, m1254, t52, w2, 215300, 175, 4324, 228253, 3.4468, 1.0, 418, 2518, a5, 110110
mergeSort, m113, t50, w2, 5121, 162, 34061, 39311, 301.4292, 0.9336, 1900, 129, a4, 101011
parg, m5018, t52, w2, 1027178, 176, 16974, 1045666, 3.3826, 1.0, 418, 2518, a4, 101000
transpose, m298, t50, w2, 11780, 163, 125512, 137776, 421.1812, 0.8993, 903, 40, a2, 111011
anagram, m20, t100, w2, 537, 311, 2704, 3363, 135.2, 0.8667, 1370, 37, a4, 001010
anagram, m30, t100, w4, 519, 301, 2501, 3360, 83.3833, 0.9286, 1370, 37, a2, 010110
parg, m5018, t52, w2, 857862, 174, 22116, 914496, 4.4073, 1.0, 418, 2518, a4, 110110
mergeSort, m113, t50, w2, 5044, 157, 34072, 39240, 301.5265, 0.9336, 1900, 129, a2, 000011
quickSort, m63, t50, w8, 2351, 20, 7503, 10169, 118.1575, 0.9603, 1900, 56, a3, 110110
transpose, m49, t50, w2, 1955, 161, 20669, 22944, 416.1544, 0.8993, 903, 40, a4, 011111
genPassword, m98, t100, w2, 2998, 318, 11044, 14808, 112.6939, 0.8367, 398, 63, a5, 001010
quickSort, m254, t50, w4, 9050, 147, 55816, 66006, 219.748, 0.9603, 1900, 56, a2, 011111
huffmanCodingEff, m99, t50, w8, 5394, 20, 3005, 8704, 30.206, 0.849, 1874, 239, a3, 100111
dictionaryOrder, m23, t100, w2, 1197, 312, 11189, 12660, 472.8028, 0.9265, 8248, 32, a3, 011100
factorial, m15, t100, w2, 818, 327, 9752, 10866, 629.1935, 0.9677, 403, 18, a4, 010100
mergeSort, m113, t50, w2, 5167, 162, 34155, 40064, 302.2566, 0.9336, 1900, 129, a2, 011110
parg, m5018, t52, w2, 862898, 171, 16940, 881336, 3.3758, 1.0, 418, 2518, a4, 001010
minProd, m362, t50, w2, 13402, 162, 31736, 46528, 87.6685, 0.8659, 1946, 72, a2, 111111
factorial, m10, t100, w2, 261, 318, 6561, 6948, 635, 0.9677, 403, 18, a3, 001010
maxArrSumNeg, m56, t50, w8, 1316, 21, 5183, 6574, 92.5625, 0.9358, 1910, 63, a2, 110111
mergeSort, m452, t50, w2, 20342, 163, 136174, 158294, 301.2699, 0.9336, 1900, 129, a3, 101111
add, m24, t100, w8, 334, 39, 130, 700, 5.4167, 0.9167, 583, 13, a4, 100111
longestIncrease, m38, t50, w4, 1041, 10762, 16073, 20732, 422.9912, 0.9035, 1946, 70, a3, 011011
dictionaryOrder, m142, t100, w2, 3870, 314, 67086, 72244, 472.4366, 0.9265, 8248, 32, a3, 010111
add, m4, t100, w2, 90, 328, 117, 363, 29.4167, 0.9167, 583, 13, a4, 100111
factorial, m10, t100, w4, 526, 99, 2345, 2993, 226.9677, 0.9677, 403, 18, a2, 111100
genPassword, m98, t100, w2, 2926, 308, 10812, 14848, 110.3265, 0.8367, 398, 63, a4, 011111
factorial, m62, t100, w2, 3190, 318, 39238, 43440, 632.871, 0.9677, 403, 18, a2, 100101
huffmanCodingEff, m66, t50, w8, 3592, 23, 2023, 5826, 30.5025, 0.849, 1874, 239, a3, 101111
dictionaryOrder, m23, t100, w8, 385, 41, 1667, 2201, 70.4507, 0.9265, 8248, 32, a2, 101110
massive, m16, t60, w4, 210, 38256, 20555, 33535, 1258.4694, 1.0, 169, 13, a5, 110010
parg, m5018, t52, w8, 929642, 97, 3084, 956250, 0.6146, 1.0, 418, 2518, a4, 001110
minProd, m90, t50, w2, 3376, 161, 7924, 11670, 87.558, 0.8659, 1946, 72, a2, 101111
anagram, m20, t100, w2, 1088, 315, 2686, 3899, 134.3167, 0.8667, 1370, 37, a3, 001001
parg, m1254, t52, w8, 217177, 19, 409, 217903, 0.3264, 1.0, 418, 2518, a5, 101010
minProd, m362, t50, w4, 9016, 151, 10552, 20020, 29.1492, 0.7845, 1946, 72, a3, 001011
selectSort, m46, t50, w2, 1526, 161, 20041, 21936, 435.6848, 0.9101, 1900, 45, a2, 101110
minProd, m60, t50, w2, 2257, 161, 5286, 7947, 87.6243, 0.8659, 1946, 72, a2, 101110
factorial, m15, t100, w2, 389, 323, 9771, 10351, 630.3871, 0.9677, 403, 18, a3, 111010
parg, m1254, t52, w8, 217605, 101, 404, 218358, 0.322, 1.0, 418, 2518, a3, 000011
parg, m1254, t52, w2, 218975, 185, 4354, 223718, 3.4707, 1.0, 418, 2518, a2, 011011
genPassword, m98, t100, w2, 2962, 312, 11090, 14814, 113.1633, 0.8367, 398, 63, a5, 011011
mergeSort, m452, t50, w4, 13716, 49, 45742, 60368, 101.1991, 0.9336, 1900, 129, a2, 101111
parg, m1254, t52, w8, 216142, 21, 135, 217163, 0.108, 1.0, 418, 2518, a5, 101111
factorial, m62, t100, w4, 3110, 289, 14078, 17894, 227.0645, 0.9677, 403, 18, a3, 000000
quickSort, m42, t50, w2, 4419, 164, 27330, 32082, 645.5984, 0.9603, 1900, 56, a3, 110100
genPassword, m24, t100, w4, 484, 304, 1032, 1702, 42.1224, 0.8367, 398, 63, a3, 001011
bubbleSort, m37, t50, w2, 2463, 165, 71261, 73941, 1891.8938, 0.9182, 1900, 41, a3, 010101
anagram, m120, t100, w2, 3168, 324, 16434, 20366, 136.95, 0.8667, 1370, 37, a5, 101010
factorial, m10, t100, w2, 553, 320, 6532, 7252, 632.129, 0.9677, 403, 18, a4, 000101
anagram, m30, t100, w2, 1612, 300, 4061, 5854, 135.3667, 0.8667, 1370, 37, a4, 000000
mergeSort, m75, t50, w4, 2329, 149, 7691, 10102, 102.0973, 0.9336, 1900, 129, a4, 011011
transpose, m74, t50, w4, 1872, 150, 10442, 12431, 140.1611, 0.8993, 903, 40, a3, 001011
mergeSort, m113, t50, w2, 5192, 169, 34432, 40397, 304.708, 0.9336, 1900, 129, a2, 000110
dictionaryOrder, m35, t100, w2, 1796, 312, 16784, 18991, 472.8028, 0.9265, 8248, 32, a3, 011100
mergeSort, m75, t50, w2, 6931, 166, 22896, 30139, 303.9381, 0.9336, 1900, 129, a4, 001101
huffmanCodingEff, m99, t50, w8, 5051, 146, 2989, 8612, 30.0452, 0.849, 1874, 239, a3, 010110
insertSort, m54, t50, w4, 1183, 50, 6162, 7406, 114.1204, 0.9444, 1900, 40, a3, 100011
transpose, m49, t50, w4, 1267, 51, 6964, 8277, 140.2148, 0.8993, 903, 40, a3, 110010
factorial, m10, t100, w2, 541, 317, 6532, 7242, 632.1613, 0.9677, 403, 18, a4, 011101
genPassword, m24, t100, w4, 486, 298, 1009, 1676, 41.1837, 0.8367, 398, 63, a2, 010010
dictionaryOrder, m23, t100, w2, 699, 331, 11584, 12553, 489.4789, 0.9265, 8248, 32, a2, 010110
huffmanCodingEff, m99, t50, w8, 5515, 24, 3044, 9046, 30.593, 0.849, 1874, 239, a3, 110110
anagram, m30, t100, w2, 784, 319, 4123, 5098, 137.4333, 0.8667, 1370, 37, a5, 011010
genPassword, m16, t100, w2, 501, 309, 1846, 2574, 113.0408, 0.8367, 398, 63, a3, 001110
genPassword, m98, t100, w4, 1920, 289, 4132, 6764, 42.1633, 0.8367, 398, 63, a2, 011011
longestIncrease, m57, t50, w2, 2460, 9973, 68098, 75903, 1194.7018, 0.9196, 1946, 70, a2, 010110
squareMatrix, m60, t50, w4, 1568, 50, 7695, 9396, 126.8407, 1.0, 903, 72, a3, 111111
huffmanCoding, m628, t50, w4, 35866, 163, 68484, 105068, 109.051, 0.9013, 1874, 318, a3, 010011
factorial, m10, t100, w2, 261, 325, 6515, 6905, 630.5161, 0.9677, 403, 18, a2, 110011
parg, m836, t52, w4, 142005, 57, 269, 143559, 0.3224, 1.0, 418, 2518, a5, 101111
squareMatrix, m60, t50, w8, 1586, 146, 3436, 5334, 56.6429, 1.0, 903, 72, a2, 000110
bubbleSort, m56, t50, w2, 1831, 174, 107352, 109688, 1900.0354, 0.9182, 1900, 41, a3, 000110
add, m24, t100, w2, 516, 311, 846, 2086, 35.25, 0.9167, 583, 13, a4, 111010
longestIncrease, m228, t50, w4, 19782, 3479, 98224, 125152, 430.807, 0.9035, 1946, 70, a3, 100001
selectSort, m30, t50, w8, 680, 129, 1984, 2855, 64.7065, 0.9101, 1900, 45, a2, 000110
bubbleSort, m226, t50, w2, 7460, 167, 438214, 447602, 1939, 0.9182, 1900, 41, a4, 010110
mergeSort, m452, t50, w8, 14242, 139, 21158, 36064, 46.8097, 0.9336, 1900, 129, a2, 001111
huffmanCoding, m157, t50, w4, 9004, 149, 17125, 26298, 109.0764, 0.9013, 1874, 318, a3, 001011
squareMatrix, m364, t50, w2, 28294, 159, 111096, 141920, 305.2088, 1.0, 903, 72, a5, 100100
insertSort, m54, t50, w8, 1184, 22, 3165, 4420, 58.6204, 0.9444, 1900, 40, a3, 101111
transpose, m298, t50, w2, 23826, 159, 123906, 148216, 415.7919, 0.8993, 903, 40, a2, 001001
add, m4, t100, w2, 86, 311, 141, 347, 35.25, 0.9167, 583, 13, a4, 111010
huffmanCoding, m157, t50, w4, 8942, 51, 21327, 30386, 135.8408, 0.9013, 1874, 318, a5, 110010
transpose, m74, t50, w2, 6035, 168, 31064, 37225, 416.9664, 0.8993, 903, 40, a4, 111001
anagram, m30, t100, w2, 785, 314, 3988, 5144, 132.9333, 0.8667, 1370, 37, a4, 001110
mergeSort, m113, t50, w2, 5128, 162, 34249, 39817, 303.0885, 0.9336, 1900, 129, a4, 000111
factorial, m10, t100, w2, 260, 328, 6514, 6969, 630.3871, 0.9677, 403, 18, a4, 100110
primes, m136, t100, w4, 2332, 104, 5046, 7860, 37.1029, 0.8793, 398, 30, a3, 110111
mergeSort, m452, t50, w2, 20370, 156, 136478, 159834, 301.9425, 0.9336, 1900, 129, a4, 010110
mergeSort, m113, t50, w2, 10201, 159, 34088, 44729, 301.6637, 0.9336, 1900, 129, a2, 100101
factorial, m15, t100, w4, 782, 314, 3518, 4589, 227, 0.9677, 403, 18, a3, 010100
transpose, m74, t50, w2, 5947, 159, 30999, 37068, 416.1007, 0.8993, 903, 40, a2, 100001
parg, m836, t52, w2, 145979, 174, 2888, 149128, 3.454, 1.0, 418, 2518, a5, 011010
genPassword, m98, t100, w2, 3040, 321, 11056, 15230, 112.8163, 0.8367, 398, 63, a2, 101111
selectSort, m30, t50, w2, 2061, 165, 13395, 15621, 436.7935, 0.9101, 1900, 45, a2, 100101
factorial, m62, t100, w2, 3258, 320, 39340, 43580, 634.5161, 0.9677, 403, 18, a4, 001101
anagram, m120, t100, w4, 2094, 292, 10004, 12976, 83.3667, 0.9286, 1370, 37, a2, 010111
factorial, m15, t100, w4, 799, 102, 3515, 4424, 226.8065, 0.9677, 403, 18, a3, 110101
transpose, m74, t50, w2, 2909, 160, 31107, 34138, 417.5436, 0.8993, 903, 40, a3, 001010
anagram, m120, t100, w2, 3244, 316, 16196, 20206, 134.9667, 0.8667, 1370, 37, a3, 001011
longestIncrease, m38, t50, w8, 1068, 2303, 8260, 10225, 217.3684, 0.9196, 1946, 70, a3, 111111
parg, m1254, t52, w2, 226137, 179, 4351, 239071, 3.4687, 1.0, 418, 2518, a3, 100110
transpose, m49, t50, w2, 3925, 160, 20674, 24680, 416.255, 0.8993, 903, 40, a4, 101000
genPassword, m24, t100, w4, 487, 315, 1017, 1693, 41.5102, 0.8367, 398, 63, a5, 000010
longestIncrease, m228, t50, w2, 9710, 9560, 260992, 291012, 1144.7018, 0.9196, 1946, 70, a2, 011111
anagram, m120, t100, w4, 2132, 295, 10004, 13620, 83.3667, 0.9286, 1370, 37, a3, 000110
transpose, m74, t50, w4, 1879, 52, 10449, 12396, 140.2617, 0.8993, 903, 40, a2, 100011
add, m24, t100, w2, 574, 325, 728, 2202, 30.3333, 0.9167, 583, 13, a3, 111110
huffmanCoding, m157, t50, w8, 9224, 20, 7664, 17668, 48.8185, 0.9279, 1874, 318, a3, 110110
factorial, m15, t100, w8, 242, 275, 2542, 2954, 164.0323, 0.9677, 403, 18, a3, 011010
parg, m836, t52, w4, 142338, 52, 863, 143422, 1.0319, 1.0, 418, 2518, a3, 100011
insertSort, m36, t50, w4, 797, 153, 4114, 5027, 114.2963, 0.9444, 1900, 40, a3, 001111
mergeSort, m75, t50, w8, 2335, 129, 3529, 5943, 46.8451, 0.9336, 1900, 129, a3, 011010
minProd, m90, t50, w8, 2260, 24, 2515, 4871, 27.7956, 0.8659, 1946, 72, a2, 110111
insertSort, m36, t50, w8, 781, 22, 2099, 3046, 58.3056, 0.9444, 1900, 40, a2, 110110
selectSort, m184, t50, w2, 6058, 163, 80678, 88226, 438.4674, 0.9101, 1900, 45, a4, 010110
genPassword, m16, t100, w4, 323, 99, 686, 1063, 42.0204, 0.8367, 398, 63, a3, 110010
selectSort, m30, t50, w2, 1013, 164, 13326, 14509, 434.5435, 0.9101, 1900, 45, a2, 100111
transpose, m298, t50, w2, 11528, 157, 124740, 136754, 418.5906, 0.8993, 903, 40, a4, 011011
factorial, m10, t100, w8, 164, 292, 1693, 2028, 163.9032, 0.9677, 403, 18, a2, 011110
parg, m1254, t52, w2, 219120, 175, 4279, 228312, 3.4113, 1.0, 418, 2518, a4, 010111
parg, m836, t52, w4, 142243, 174, 852, 148443, 1.0191, 1.0, 418, 2518, a3, 011110
parg, m5018, t52, w8, 871262, 22, 1618, 874120, 0.3224, 1.0, 418, 2518, a5, 110011
quickSort, m63, t50, w2, 6629, 159, 43448, 50401, 684.2283, 0.9603, 1900, 56, a2, 001101
